session_id,timestamp,enterprise_id,user_id,agent_id,query_text,query_type,table_or_tables_accessed,row_estimate,model_confidence,intent,status_code
sess_1002,2026-05-12 17:48:41,ent_nexus_beta,usr_502,agt_6,"SELECT orders.id, customers.id FROM orders JOIN customers ON orders.id = customers.id",JOIN,"orders,customers",1917,0.8944,billing_summary,200
sess_1002,2026-05-12 17:49:30,ent_nexus_beta,usr_502,agt_6,"SELECT customer_id, amount FROM orders WHERE id = 3660",SELECT,orders,478,0.9388,billing_summary,200
sess_1002,2026-05-12 17:51:36,ent_nexus_beta,usr_502,agt_6,"SELECT email, id FROM customers WHERE id = 14738",SELECT,customers,521,0.972,billing_summary,200
sess_1002,2026-05-12 17:51:51,ent_nexus_beta,usr_502,agt_6,"SELECT created_at, status FROM orders WHERE id = 19190",SELECT,orders,3647,0.8628,billing_summary,200
sess_1002,2026-05-12 17:53:48,ent_nexus_beta,usr_502,agt_6,"SELECT id, created_at FROM orders WHERE id = 12978",SELECT,orders,145,0.9386,billing_summary,200
sess_1002,2026-05-12 17:54:21,ent_nexus_beta,usr_502,agt_6,"SELECT name, SUM(amount) FROM customers GROUP BY name",AGGREGATION,customers,12222,0.8754,billing_summary,200
sess_1002,2026-05-12 17:56:58,ent_nexus_beta,usr_502,agt_6,"SELECT month, id FROM billing_records WHERE id = 45505",SELECT,billing_records,588,0.8868,billing_summary,200
sess_1002,2026-05-12 17:57:55,ent_nexus_beta,usr_502,agt_6,"SELECT id, method FROM billing_records WHERE id = 75205",SELECT,billing_records,1664,0.8654,billing_summary,200
sess_1002,2026-05-12 17:58:20,ent_nexus_beta,usr_502,agt_6,"SELECT created_at, customer_id FROM orders WHERE id = 6563",SELECT,orders,634,0.9363,billing_summary,200
sess_1002,2026-05-12 17:59:21,ent_nexus_beta,usr_502,agt_6,"SELECT status, amount FROM orders WHERE id = 8136",SELECT,orders,1244,0.8474,billing_summary,200
sess_1003,2026-05-20 15:15:54,ent_corp_alpha,usr_503,agt_6,"SELECT id, email FROM customers WHERE id = 53568",SELECT,customers,2008,0.7528,order_management,200
sess_1003,2026-05-20 15:21:36,ent_corp_alpha,usr_503,agt_6,"SELECT order_id, eta FROM shipments WHERE id = 94470",SELECT,shipments,76,0.995,order_management,200
sess_1003,2026-05-20 15:26:23,ent_corp_alpha,usr_503,agt_6,"SELECT amount, customer_id FROM orders WHERE id = 36310",SELECT,orders,1431,0.9738,order_management,200
sess_1003,2026-05-20 15:30:37,ent_corp_alpha,usr_503,agt_6,"SELECT created_at, name FROM customers WHERE id = 83183",SELECT,customers,5105,0.8151,order_management,200
sess_1003,2026-05-20 15:33:38,ent_corp_alpha,usr_503,agt_6,"SELECT eta, id FROM shipments WHERE id = 36177",SELECT,shipments,135,0.8516,compensation_review,200
sess_1003,2026-05-20 15:35:40,ent_corp_alpha,usr_503,agt_6,"SELECT order_id, id FROM shipments WHERE id = 52894",SELECT,shipments,4443,0.8725,order_management,200
sess_1003,2026-05-20 15:35:48,ent_corp_alpha,usr_503,agt_6,UPDATE shipments SET eta = '1363' WHERE id = 2362,UPDATE,shipments,110,0.9699,order_management,200
sess_1003,2026-05-20 15:36:37,ent_corp_alpha,usr_503,agt_6,"SELECT amount, customer_id FROM orders WHERE id = 85962",SELECT,orders,109,0.8162,order_management,200
sess_1003,2026-05-20 15:42:34,ent_corp_alpha,usr_503,agt_6,"SELECT id, order_id FROM shipments WHERE id = 57272",SELECT,shipments,102,0.8457,order_management,200
sess_1003,2026-05-20 15:42:56,ent_corp_alpha,usr_503,agt_6,"SELECT name, AVG(amount) FROM customers GROUP BY name",AGGREGATION,customers,3237,0.9724,billing_summary,200
sess_1003,2026-05-20 15:44:22,ent_corp_alpha,usr_503,agt_6,"SELECT status, created_at FROM orders WHERE id = 81385",SELECT,orders,43,0.9805,compensation_review,200
sess_1003,2026-05-20 15:48:22,ent_corp_alpha,usr_503,agt_6,UPDATE orders SET status = '9683' WHERE id = 3481,UPDATE,orders,572,0.995,order_management,200
sess_1003,2026-05-20 15:49:01,ent_corp_alpha,usr_503,agt_6,"SELECT id, MAX(id) FROM orders GROUP BY id",AGGREGATION,orders,45729,0.8885,order_management,200
sess_1003,2026-05-20 15:53:30,ent_corp_alpha,usr_503,agt_6,"SELECT amount, customer_id FROM orders WHERE id = 29889",SELECT,orders,166,0.8487,order_management,200
sess_1003,2026-05-20 15:56:12,ent_corp_alpha,usr_503,agt_6,"SELECT created_at, region FROM customers WHERE id = 45083",SELECT,customers,62,0.7957,report_generation,200
sess_1003,2026-05-20 15:57:46,ent_corp_alpha,usr_503,agt_6,"SELECT created_at, amount FROM orders WHERE id = 6664",SELECT,orders,1170,0.8102,order_management,200
sess_1003,2026-05-20 16:00:30,ent_corp_alpha,usr_503,agt_6,"SELECT id, carrier FROM shipments WHERE id = 85777",SELECT,shipments,1088,0.7653,order_management,200
sess_1003,2026-05-20 16:01:15,ent_corp_alpha,usr_503,agt_6,"SELECT carrier, eta FROM shipments WHERE id = 70580",SELECT,shipments,335,0.8575,order_management,200
sess_1003,2026-05-20 16:01:46,ent_corp_alpha,usr_503,agt_6,"SELECT amount, COUNT(*) FROM orders GROUP BY amount",AGGREGATION,orders,4005,0.8979,order_management,200
sess_1003,2026-05-20 16:01:57,ent_corp_alpha,usr_503,agt_6,"SELECT eta, carrier FROM shipments WHERE id = 5147",SELECT,shipments,382,0.8167,order_management,200
sess_1004,2026-05-19 12:23:26,ent_corp_alpha,usr_504,agt_11,"SELECT email, created_at FROM customers WHERE id = 43360",SELECT,customers,1390,0.995,report_generation,200
sess_1004,2026-05-19 12:27:13,ent_corp_alpha,usr_504,agt_11,UPDATE customers SET name = '9914' WHERE id = 7895,UPDATE,customers,863,0.9323,report_generation,200
sess_1004,2026-05-19 12:30:18,ent_corp_alpha,usr_504,agt_11,"SELECT id, region FROM customers WHERE id = 39800",SELECT,customers,203,0.7362,report_generation,200
sess_1004,2026-05-19 12:33:21,ent_corp_alpha,usr_504,agt_11,"SELECT id, status FROM orders WHERE id = 42390",SELECT,orders,1186,0.6926,report_generation,200
sess_1004,2026-05-19 12:36:54,ent_corp_alpha,usr_504,agt_11,UPDATE orders SET customer_id = '5311' WHERE id = 6778,UPDATE,orders,667,0.8408,report_generation,200
sess_1004,2026-05-19 12:37:05,ent_corp_alpha,usr_504,agt_11,"SELECT id, created_at FROM orders WHERE id = 11120",SELECT,orders,1006,0.8097,report_generation,200
sess_1004,2026-05-19 12:41:10,ent_corp_alpha,usr_504,agt_11,"SELECT region, SUM(amount) FROM customers GROUP BY region",AGGREGATION,customers,1445,0.696,report_generation,200
sess_1004,2026-05-19 12:41:12,ent_corp_alpha,usr_504,agt_11,"SELECT customer_id, month FROM billing_records WHERE id = 5004",SELECT,billing_records,40,0.7804,report_generation,200
sess_1004,2026-05-19 12:43:20,ent_corp_alpha,usr_504,agt_11,UPDATE billing_records SET month = '4469' WHERE id = 9510,UPDATE,billing_records,359,0.8151,report_generation,200
sess_1004,2026-05-19 12:44:20,ent_corp_alpha,usr_504,agt_11,"SELECT method, MAX(id) FROM billing_records GROUP BY method",AGGREGATION,billing_records,2655,0.995,report_generation,200
sess_1004,2026-05-19 12:50:33,ent_corp_alpha,usr_504,agt_11,"SELECT region, id FROM customers WHERE id = 71845",SELECT,customers,2061,0.7589,report_generation,200
sess_1004,2026-05-19 12:50:58,ent_corp_alpha,usr_504,agt_11,"SELECT customers.id, orders.id FROM customers JOIN orders ON customers.id = orders.id",JOIN,"customers,orders",1649,0.995,report_generation,200
sess_1004,2026-05-19 12:52:59,ent_corp_alpha,usr_504,agt_11,"SELECT id, name FROM products WHERE id = 66167",SELECT,products,56,0.9235,report_generation,200
sess_1004,2026-05-19 12:53:01,ent_corp_alpha,usr_504,agt_11,"SELECT products.id, customers.id FROM products JOIN customers ON products.id = customers.id",JOIN,"products,customers",648,0.7611,report_generation,200
sess_1005,2026-05-02 11:28:05,ent_nexus_beta,usr_505,agt_15,"SELECT base_salary, AVG(amount) FROM employee_salaries GROUP BY base_salary",AGGREGATION,employee_salaries,21970,0.9434,compensation_review,200
sess_1005,2026-05-02 11:30:11,ent_nexus_beta,usr_505,agt_15,"SELECT employee_id, grade FROM employee_salaries WHERE id = 6946",SELECT,employee_salaries,36,0.9511,compensation_review,200
sess_1005,2026-05-02 11:30:22,ent_nexus_beta,usr_505,agt_15,"SELECT employee_salaries.id, executive_compensation.id FROM employee_salaries JOIN executive_compensation ON employee_salaries.id = executive_compensation.id",JOIN,"employee_salaries,executive_compensation",1400,0.995,compensation_review,200
sess_1005,2026-05-02 11:32:00,ent_nexus_beta,usr_505,agt_15,"SELECT total_comp, COUNT(*) FROM executive_compensation GROUP BY total_comp",AGGREGATION,executive_compensation,12984,0.8356,compensation_review,200
sess_1005,2026-05-02 11:32:34,ent_nexus_beta,usr_505,agt_15,"SELECT employee_id, grade FROM employee_salaries WHERE id = 20691",SELECT,employee_salaries,60,0.8424,compensation_review,200
sess_1005,2026-05-02 11:34:32,ent_nexus_beta,usr_505,agt_15,"SELECT base_salary, bonus FROM employee_salaries WHERE id = 50072",SELECT,employee_salaries,961,0.547,compensation_review,200
sess_1005,2026-05-02 11:34:38,ent_nexus_beta,usr_505,agt_15,"SELECT total_comp, id FROM executive_compensation WHERE id = 47519",SELECT,executive_compensation,4642,0.9073,compensation_review,200
sess_1005,2026-05-02 11:34:42,ent_nexus_beta,usr_505,agt_15,"SELECT executive_compensation.id, employee_salaries.id FROM executive_compensation JOIN employee_salaries ON executive_compensation.id = employee_salaries.id",JOIN,"executive_compensation,employee_salaries",567,0.912,compensation_review,200
sess_1005,2026-05-02 11:35:50,ent_nexus_beta,usr_505,agt_15,"SELECT bonus, MAX(id) FROM employee_salaries GROUP BY bonus",AGGREGATION,employee_salaries,3970,0.995,compensation_review,200
sess_1005,2026-05-02 11:36:45,ent_nexus_beta,usr_505,agt_15,"SELECT employee_salaries.id, executive_compensation.id FROM employee_salaries JOIN executive_compensation ON employee_salaries.id = executive_compensation.id",JOIN,"employee_salaries,executive_compensation",307,0.995,compensation_review,200
sess_1005,2026-05-02 11:37:42,ent_nexus_beta,usr_505,agt_15,"SELECT base_salary, grade FROM employee_salaries WHERE id = 43600",SELECT,employee_salaries,10,0.8998,compensation_review,200
sess_1006,2026-05-26 02:05:08,ent_nexus_beta,usr_506,agt_1,"SELECT customer_id, amount FROM billing_records WHERE id = 35838",SELECT,billing_records,174,0.9753,sales_performance,200
sess_1006,2026-05-26 02:14:48,ent_nexus_beta,usr_506,agt_1,"SELECT customer_id, amount FROM billing_records WHERE id = 35672",SELECT,billing_records,132,0.8281,sales_performance,200
sess_1006,2026-05-26 02:20:49,ent_nexus_beta,usr_506,agt_1,"SELECT amount, id FROM orders WHERE id = 85173",SELECT,orders,146,0.8956,sales_performance,200
sess_1006,2026-05-26 02:21:09,ent_nexus_beta,usr_506,agt_1,"SELECT price, category FROM products WHERE id = 64129",SELECT,products,124,0.995,sales_performance,200
sess_1006,2026-05-26 02:22:04,ent_nexus_beta,usr_506,agt_1,"SELECT month, id FROM billing_records WHERE id = 39775",SELECT,billing_records,456,0.93,sales_performance,200
sess_1006,2026-05-26 02:22:24,ent_nexus_beta,usr_506,agt_1,"SELECT created_at, status FROM orders WHERE id = 58011",SELECT,orders,85,0.995,sales_performance,200
sess_1006,2026-05-26 02:22:59,ent_nexus_beta,usr_506,agt_1,"SELECT id, name FROM products WHERE id = 43710",SELECT,products,146,0.6591,sales_performance,200
sess_1006,2026-05-26 02:24:10,ent_nexus_beta,usr_506,agt_1,"SELECT status, amount FROM orders WHERE id = 30889",SELECT,orders,39,0.9868,sales_performance,200
sess_1006,2026-05-26 02:24:41,ent_nexus_beta,usr_506,agt_1,"SELECT price, name FROM products WHERE id = 90263",SELECT,products,343,0.9642,sales_performance,200
sess_1006,2026-05-26 02:25:22,ent_nexus_beta,usr_506,agt_1,"SELECT customer_id, created_at FROM orders WHERE id = 17364",SELECT,orders,402,0.9619,sales_performance,200
sess_1006,2026-05-26 02:28:25,ent_nexus_beta,usr_506,agt_1,"SELECT amount, status FROM orders WHERE id = 99743",SELECT,orders,86,0.9577,sales_performance,200
sess_1006,2026-05-26 02:28:45,ent_nexus_beta,usr_506,agt_1,"SELECT customer_id, id FROM billing_records WHERE id = 50209",SELECT,billing_records,77,0.7515,sales_performance,200
sess_1006,2026-05-26 02:29:09,ent_nexus_beta,usr_506,agt_1,"SELECT name, id FROM products WHERE id = 44446",SELECT,products,156,0.6326,order_management,200
sess_1006,2026-05-26 02:31:00,ent_nexus_beta,usr_506,agt_1,"SELECT customer_id, status FROM orders WHERE id = 13499",SELECT,orders,84,0.6794,billing_summary,200
sess_1006,2026-05-26 02:35:11,ent_nexus_beta,usr_506,agt_1,"SELECT bonus, employee_id FROM employee_salaries WHERE id = 53559",SELECT,employee_salaries,40,0.5283,support_triage,200
sess_1006,2026-05-26 02:40:54,ent_nexus_beta,usr_506,agt_1,"SELECT name, id FROM products WHERE id = 6530",SELECT,products,53,0.6796,report_generation,403
sess_1006,2026-05-26 02:44:40,ent_nexus_beta,usr_506,agt_1,"SELECT exec_id, year FROM executive_compensation WHERE id = 41240",SELECT,executive_compensation,72,0.5355,compensation_review,200
sess_1006,2026-05-26 02:50:39,ent_nexus_beta,usr_506,agt_1,"SELECT created_at, id FROM customers WHERE id = 35185",SELECT,customers,39,0.7948,schema_audit,200
sess_1006,2026-05-26 03:00:53,ent_nexus_beta,usr_506,agt_1,"SELECT created_at, customer_id FROM orders WHERE id = 27245",SELECT,orders,229,0.5728,system_health_check,200
sess_1006,2026-05-26 03:02:25,ent_nexus_beta,usr_506,agt_1,"SELECT id, total_comp FROM executive_compensation WHERE id = 296",SELECT,executive_compensation,111,0.561,system_health_check,200
sess_1006,2026-05-26 03:12:13,ent_nexus_beta,usr_506,agt_1,"SELECT region, name FROM customers WHERE id = 61023",SELECT,customers,367,0.8436,sales_performance,200
sess_1006,2026-05-26 03:13:23,ent_nexus_beta,usr_506,agt_1,"SELECT employee_id, base_salary FROM employee_salaries WHERE id = 90718",SELECT,employee_salaries,90,0.7303,compensation_review,200
sess_1006,2026-05-26 03:15:53,ent_nexus_beta,usr_506,agt_1,"SELECT customer_id, created_at FROM orders WHERE id = 60465",SELECT,orders,65,0.7041,report_generation,200
sess_1006,2026-05-26 03:19:06,ent_nexus_beta,usr_506,agt_1,"SELECT year, id FROM executive_compensation WHERE id = 77092",SELECT,executive_compensation,160,0.7621,schema_audit,200
sess_1006,2026-05-26 03:20:58,ent_nexus_beta,usr_506,agt_1,"SELECT total_comp, year FROM executive_compensation WHERE id = 67059",SELECT,executive_compensation,130,0.6907,customer_lookup,200
sess_1006,2026-05-26 03:22:15,ent_nexus_beta,usr_506,agt_1,"SELECT year, equity FROM executive_compensation WHERE id = 31047",SELECT,executive_compensation,133,0.7072,customer_lookup,200
sess_1006,2026-05-26 03:30:12,ent_nexus_beta,usr_506,agt_1,"SELECT year, equity FROM executive_compensation WHERE id = 98296",SELECT,executive_compensation,35,0.6752,inventory_check,200
sess_1006,2026-05-26 03:32:41,ent_nexus_beta,usr_506,agt_1,"SELECT name, category FROM products WHERE id = 6707",SELECT,products,485,0.5929,system_health_check,200
sess_1006,2026-05-26 03:35:28,ent_nexus_beta,usr_506,agt_1,"SELECT amount, month FROM billing_records WHERE id = 634",SELECT,billing_records,251,0.7589,system_health_check,200
sess_1006,2026-05-26 03:38:18,ent_nexus_beta,usr_506,agt_1,"SELECT name, region FROM customers WHERE id = 16255",SELECT,customers,54,0.6974,support_triage,200
sess_1006,2026-05-26 03:39:42,ent_nexus_beta,usr_506,agt_1,"SELECT grade, id FROM employee_salaries WHERE id = 49387",SELECT,employee_salaries,554,0.5265,customer_lookup,200
sess_1006,2026-05-26 03:44:50,ent_nexus_beta,usr_506,agt_1,"SELECT amount, id FROM orders WHERE id = 71526",SELECT,orders,96,0.6714,order_management,200
sess_1006,2026-05-26 03:45:10,ent_nexus_beta,usr_506,agt_1,"SELECT id, name FROM products WHERE id = 27697",SELECT,products,85,0.5804,compensation_review,200
sess_1006,2026-05-26 03:46:38,ent_nexus_beta,usr_506,agt_1,"SELECT year, equity FROM executive_compensation WHERE id = 89670",SELECT,executive_compensation,115,0.4841,sales_performance,200
sess_1006,2026-05-26 03:56:13,ent_nexus_beta,usr_506,agt_1,"SELECT id, created_at FROM customers WHERE id = 7426",SELECT,customers,169,0.5603,report_generation,200
sess_1006,2026-05-26 03:56:33,ent_nexus_beta,usr_506,agt_1,"SELECT id, name FROM customers WHERE id = 61241",SELECT,customers,63,0.7303,compensation_review,403
sess_1006,2026-05-26 04:03:00,ent_nexus_beta,usr_506,agt_1,"SELECT created_at, amount FROM orders WHERE id = 19562",SELECT,orders,120,0.5863,schema_audit,200
sess_1006,2026-05-26 04:07:22,ent_nexus_beta,usr_506,agt_1,"SELECT status, created_at FROM orders WHERE id = 26224",SELECT,orders,57,0.6501,billing_summary,200
sess_1006,2026-05-26 04:15:40,ent_nexus_beta,usr_506,agt_1,"SELECT price, id FROM products WHERE id = 90163",SELECT,products,903,0.419,sales_performance,200
sess_1006,2026-05-26 04:16:52,ent_nexus_beta,usr_506,agt_1,"SELECT employee_id, grade FROM employee_salaries WHERE id = 34716",SELECT,employee_salaries,182,0.641,report_generation,200
sess_1006,2026-05-26 04:18:59,ent_nexus_beta,usr_506,agt_1,"SELECT category, name FROM products WHERE id = 50341",SELECT,products,112,0.6473,payroll_processing,403
sess_1006,2026-05-26 04:24:20,ent_nexus_beta,usr_506,agt_1,"SELECT id, email FROM customers WHERE id = 55986",SELECT,customers,74,0.5886,schema_audit,200
sess_1006,2026-05-26 04:28:53,ent_nexus_beta,usr_506,agt_1,"SELECT status, amount FROM orders WHERE id = 36924",SELECT,orders,466,0.7578,system_health_check,200
sess_1006,2026-05-26 04:36:13,ent_nexus_beta,usr_506,agt_1,"SELECT equity, exec_id FROM executive_compensation WHERE id = 70335",SELECT,executive_compensation,213,0.6246,sales_performance,200
sess_1006,2026-05-26 04:50:33,ent_nexus_beta,usr_506,agt_1,"SELECT status, amount FROM orders WHERE id = 1596",SELECT,orders,106,0.7023,support_triage,200
sess_1007,2026-05-16 22:26:56,ent_corp_alpha,usr_507,agt_8,"SELECT bonus, AVG(amount) FROM employee_salaries GROUP BY bonus",AGGREGATION,employee_salaries,4678,0.7505,compensation_review,200
sess_1007,2026-05-16 22:27:22,ent_corp_alpha,usr_507,agt_8,"SELECT equity, exec_id FROM executive_compensation WHERE id = 9771",SELECT,executive_compensation,82,0.8803,compensation_review,200
sess_1007,2026-05-16 22:27:28,ent_corp_alpha,usr_507,agt_8,"SELECT id, exec_id FROM executive_compensation WHERE id = 92955",SELECT,executive_compensation,200,0.9768,compensation_review,200
sess_1007,2026-05-16 22:28:40,ent_corp_alpha,usr_507,agt_8,"SELECT exec_id, id FROM executive_compensation WHERE id = 67113",SELECT,executive_compensation,455,0.8774,compensation_review,200
sess_1007,2026-05-16 22:28:43,ent_corp_alpha,usr_507,agt_8,"SELECT id, total_comp FROM executive_compensation WHERE id = 72721",SELECT,executive_compensation,210,0.823,compensation_review,200
sess_1007,2026-05-16 22:29:29,ent_corp_alpha,usr_507,agt_8,"SELECT executive_compensation.id, employee_salaries.id FROM executive_compensation JOIN employee_salaries ON executive_compensation.id = employee_salaries.id",JOIN,"executive_compensation,employee_salaries",539,0.8587,compensation_review,200
sess_1007,2026-05-16 22:30:30,ent_corp_alpha,usr_507,agt_8,"SELECT equity, SUM(amount) FROM executive_compensation GROUP BY equity",AGGREGATION,executive_compensation,8927,0.8572,compensation_review,200
sess_1007,2026-05-16 22:31:46,ent_corp_alpha,usr_507,agt_8,"SELECT base_salary, employee_id FROM employee_salaries WHERE id = 85273",SELECT,employee_salaries,1734,0.7933,compensation_review,200
sess_1007,2026-05-16 22:32:46,ent_corp_alpha,usr_507,agt_8,"SELECT employee_id, AVG(amount) FROM employee_salaries GROUP BY employee_id",AGGREGATION,employee_salaries,2569,0.995,compensation_review,200
sess_1007,2026-05-16 22:34:44,ent_corp_alpha,usr_507,agt_8,"SELECT id, grade FROM employee_salaries WHERE id = 93111",SELECT,employee_salaries,488,0.995,compensation_review,200
sess_1007,2026-05-16 22:39:04,ent_corp_alpha,usr_507,agt_8,"SELECT total_comp, AVG(amount) FROM executive_compensation GROUP BY total_comp",AGGREGATION,executive_compensation,7833,0.8468,compensation_review,200
sess_1007,2026-05-16 22:39:42,ent_corp_alpha,usr_507,agt_8,"SELECT employee_salaries.id, executive_compensation.id FROM employee_salaries JOIN executive_compensation ON employee_salaries.id = executive_compensation.id",JOIN,"employee_salaries,executive_compensation",165,0.5837,compensation_review,200
sess_1007,2026-05-16 22:42:37,ent_corp_alpha,usr_507,agt_8,"SELECT total_comp, MAX(id) FROM executive_compensation GROUP BY total_comp",AGGREGATION,executive_compensation,2398,0.8798,compensation_review,500
sess_1007,2026-05-16 22:43:39,ent_corp_alpha,usr_507,agt_8,"SELECT grade, AVG(amount) FROM employee_salaries GROUP BY grade",AGGREGATION,employee_salaries,5296,0.9067,compensation_review,200
