session_id,enterprise_id,user_id,agent_id,agent_type,user_role,start_time,end_time,duration_seconds,num_events,declared_intent,is_anomalous_session,slow_drip_exfiltration,broad_retrieval_or_table_scan,intent_drift,privilege_escalation_or_sensitive_access_violation,high_entropy_exploration,off_hours_sensitive_or_high_volume_access
sess_1081,ent_corp_alpha,usr_581,agt_12,user_facing_llm,analyst,2026-05-17 13:32:54,2026-05-17 13:50:07,1033,11,sales_performance,1,0,1,0,0,0,0
sess_1082,ent_corp_alpha,usr_582,agt_1,user_facing_llm,data_engineer,2026-04-30 11:35:46,2026-04-30 12:03:00,1634,12,system_health_check,0,0,0,0,0,0,0
sess_1083,ent_corp_alpha,usr_583,agt_1,user_facing_llm,admin,2026-05-09 14:07:01,2026-05-09 14:24:33,1052,15,schema_audit,0,0,0,0,0,0,0
sess_1084,ent_nexus_beta,usr_584,agt_7,user_facing_llm,admin,2026-05-19 02:24:32,2026-05-19 02:41:06,994,13,report_generation,0,0,0,0,0,0,0
sess_1085,ent_apex_gamma,usr_585,agt_6,automated_cron,support,2026-05-03 13:21:03,2026-05-03 13:51:14,1811,18,customer_lookup,0,0,0,0,0,0,0
sess_1086,ent_apex_gamma,usr_586,agt_2,automated_cron,data_engineer,2026-05-20 10:34:07,2026-05-20 11:00:22,1575,15,inventory_check,0,0,0,0,0,0,0
sess_1087,ent_corp_alpha,usr_587,agt_8,automated_cron,executive,2026-05-12 15:24:36,2026-05-12 15:52:54,1698,16,report_generation,0,0,0,0,0,0,0
sess_1088,ent_apex_gamma,usr_588,agt_11,automated_cron,support,2026-05-20 12:51:32,2026-05-20 13:24:56,2004,20,support_triage,0,0,0,0,0,0,0
sess_1089,ent_nexus_beta,usr_589,agt_5,internal_tool,analyst,2026-05-27 09:20:23,2026-05-27 09:39:20,1137,14,inventory_check,1,0,0,0,1,0,0
sess_1090,ent_apex_gamma,usr_590,agt_11,internal_tool,data_engineer,2026-05-21 19:14:40,2026-05-21 19:35:01,1221,10,system_health_check,0,0,0,0,0,0,0
sess_1091,ent_nexus_beta,usr_591,agt_8,internal_tool,tier_1_support,2026-05-10 12:43:51,2026-05-10 13:12:27,1716,12,support_triage,0,0,0,0,0,0,0
sess_1092,ent_nexus_beta,usr_592,agt_9,internal_tool,admin,2026-05-15 15:54:28,2026-05-15 16:12:06,1058,16,schema_audit,1,0,0,0,0,1,0
sess_1093,ent_apex_gamma,usr_593,agt_2,internal_tool,tier_1_support,2026-05-08 17:24:45,2026-05-08 18:02:48,2283,20,customer_lookup,0,0,0,0,0,0,0
sess_1094,ent_apex_gamma,usr_594,agt_11,internal_tool,executive,2026-05-21 09:04:12,2026-05-21 09:29:37,1525,16,sales_performance,0,0,0,0,0,0,0
sess_1095,ent_apex_gamma,usr_595,agt_0,internal_tool,admin,2026-05-19 12:02:28,2026-05-19 12:10:06,458,6,schema_audit,1,0,1,0,0,0,0
sess_1096,ent_nexus_beta,usr_596,agt_0,internal_tool,tier_1_support,2026-05-24 05:02:51,2026-05-24 05:34:58,1927,14,support_triage,0,0,0,0,0,0,0
sess_1097,ent_nexus_beta,usr_597,agt_5,internal_tool,data_engineer,2026-05-14 11:31:54,2026-05-14 11:58:02,1568,12,inventory_check,0,0,0,0,0,0,0
sess_1098,ent_corp_alpha,usr_598,agt_0,automated_cron,tier_1_support,2026-05-02 15:32:10,2026-05-02 16:12:08,2398,19,customer_lookup,0,0,0,0,0,0,0
sess_1099,ent_nexus_beta,usr_599,agt_12,automated_cron,data_engineer,2026-05-18 13:20:26,2026-05-18 13:47:52,1646,15,report_generation,0,0,0,0,0,0,0
sess_1100,ent_apex_gamma,usr_600,agt_6,automated_cron,support,2026-05-01 04:20:31,2026-05-01 04:33:29,778,7,order_management,1,0,0,0,1,0,0
sess_1101,ent_nexus_beta,usr_601,agt_6,internal_tool,admin,2026-05-15 08:53:54,2026-05-15 09:17:26,1412,16,schema_audit,0,0,0,0,0,0,0
sess_1102,ent_apex_gamma,usr_602,agt_11,automated_cron,executive,2026-05-09 11:37:05,2026-05-09 13:51:15,8050,36,report_generation,1,1,0,0,0,0,0
sess_1103,ent_corp_alpha,usr_603,agt_7,automated_cron,tier_1_support,2026-05-26 15:30:22,2026-05-26 15:43:03,761,7,support_triage,0,0,0,0,0,0,0
sess_1104,ent_nexus_beta,usr_604,agt_9,user_facing_llm,analyst,2026-05-18 10:55:07,2026-05-18 11:13:43,1116,13,report_generation,0,0,0,0,0,0,0
sess_1105,ent_apex_gamma,usr_605,agt_6,user_facing_llm,analyst,2026-05-05 11:55:54,2026-05-05 12:08:14,740,11,inventory_check,1,0,1,0,0,0,0
sess_1106,ent_nexus_beta,usr_606,agt_2,automated_cron,tier_1_support,2026-05-05 14:50:15,2026-05-05 15:06:30,975,24,order_management,1,0,0,0,1,1,0
sess_1107,ent_corp_alpha,usr_607,agt_6,user_facing_llm,admin,2026-05-17 13:04:33,2026-05-17 13:24:51,1218,12,compensation_review,0,0,0,0,0,0,0
sess_1108,ent_nexus_beta,usr_608,agt_1,automated_cron,tier_1_support,2026-05-23 05:03:52,2026-05-23 05:32:17,1705,14,order_management,0,0,0,0,0,0,0
sess_1109,ent_corp_alpha,usr_609,agt_4,internal_tool,support,2026-05-02 07:56:15,2026-05-02 08:04:56,521,5,customer_lookup,0,0,0,0,0,0,0
sess_1110,ent_nexus_beta,usr_610,agt_12,automated_cron,analyst,2026-05-23 14:43:58,2026-05-23 15:05:33,1295,10,billing_summary,1,0,0,1,0,0,0
sess_1111,ent_nexus_beta,usr_611,agt_3,automated_cron,tier_1_support,2026-05-04 17:58:02,2026-05-04 18:18:25,1223,10,order_management,0,0,0,0,0,0,0
sess_1112,ent_apex_gamma,usr_612,agt_6,user_facing_llm,tier_1_support,2026-05-05 04:37:23,2026-05-05 05:02:37,1514,15,customer_lookup,0,0,0,0,0,0,0
sess_1113,ent_corp_alpha,usr_613,agt_11,internal_tool,executive,2026-05-05 15:30:16,2026-05-05 15:53:14,1378,16,billing_summary,0,0,0,0,0,0,0
sess_1114,ent_corp_alpha,usr_614,agt_11,automated_cron,data_engineer,2026-05-13 12:46:04,2026-05-13 13:13:57,1673,11,report_generation,0,0,0,0,0,0,0
sess_1115,ent_apex_gamma,usr_615,agt_3,internal_tool,admin,2026-05-19 12:09:50,2026-05-19 12:43:44,2034,14,system_health_check,0,0,0,0,0,0,0
sess_1116,ent_nexus_beta,usr_616,agt_10,automated_cron,executive,2026-05-27 17:19:16,2026-05-27 17:49:26,1810,15,sales_performance,0,0,0,0,0,0,0
sess_1117,ent_nexus_beta,usr_617,agt_11,user_facing_llm,analyst,2026-04-27 13:39:09,2026-04-27 14:12:09,1980,14,inventory_check,0,0,0,0,0,0,0
sess_1118,ent_corp_alpha,usr_618,agt_10,user_facing_llm,analyst,2026-05-10 16:30:32,2026-05-10 17:07:57,2245,15,report_generation,0,0,0,0,0,0,0
sess_1119,ent_corp_alpha,usr_619,agt_3,internal_tool,tier_1_support,2026-05-11 14:04:45,2026-05-11 14:22:57,1092,13,order_management,0,0,0,0,0,0,0
sess_1120,ent_apex_gamma,usr_620,agt_7,automated_cron,data_engineer,2026-05-21 13:37:38,2026-05-21 14:05:39,1681,11,inventory_check,0,0,0,0,0,0,0
sess_1121,ent_nexus_beta,usr_621,agt_10,automated_cron,analyst,2026-05-18 17:09:36,2026-05-18 17:46:41,2225,12,inventory_check,0,0,0,0,0,0,0
sess_1122,ent_corp_alpha,usr_622,agt_2,internal_tool,data_engineer,2026-05-23 16:52:19,2026-05-23 17:19:32,1633,14,inventory_check,0,0,0,0,0,0,0
sess_1123,ent_nexus_beta,usr_623,agt_9,automated_cron,support,2026-05-09 02:15:16,2026-05-09 02:37:32,1336,14,order_management,0,0,0,0,0,0,0
sess_1124,ent_nexus_beta,usr_624,agt_1,internal_tool,data_engineer,2026-05-07 03:23:58,2026-05-07 03:41:28,1050,14,inventory_check,1,0,0,0,1,0,1
sess_1125,ent_corp_alpha,usr_625,agt_7,internal_tool,executive,2026-05-05 04:53:53,2026-05-05 05:07:41,828,9,compensation_review,0,0,0,0,0,0,0
sess_1126,ent_corp_alpha,usr_626,agt_8,internal_tool,analyst,2026-05-01 07:10:57,2026-05-01 07:34:00,1383,13,inventory_check,0,0,0,0,0,0,0
sess_1127,ent_corp_alpha,usr_627,agt_10,user_facing_llm,analyst,2026-04-29 11:14:32,2026-04-29 11:38:20,1428,16,report_generation,1,0,0,1,0,0,0
sess_1128,ent_corp_alpha,usr_628,agt_5,internal_tool,executive,2026-05-07 10:29:44,2026-05-07 10:57:40,1676,18,compensation_review,0,0,0,0,0,0,0
sess_1129,ent_apex_gamma,usr_629,agt_8,automated_cron,tier_1_support,2026-05-11 11:40:09,2026-05-11 12:10:58,1849,13,order_management,0,0,0,0,0,0,0
sess_1130,ent_nexus_beta,usr_630,agt_11,automated_cron,tier_1_support,2026-04-29 07:42:28,2026-04-29 08:12:43,1815,14,customer_lookup,1,0,0,0,1,0,0
sess_1131,ent_nexus_beta,usr_631,agt_9,internal_tool,analyst,2026-05-13 02:31:51,2026-05-13 02:51:45,1194,10,report_generation,0,0,0,0,0,0,0
sess_1132,ent_nexus_beta,usr_632,agt_12,user_facing_llm,analyst,2026-05-21 12:25:57,2026-05-21 12:37:46,709,9,report_generation,0,0,0,0,0,0,0
sess_1133,ent_corp_alpha,usr_633,agt_9,automated_cron,executive,2026-04-30 15:16:21,2026-04-30 15:49:03,1962,15,billing_summary,0,0,0,0,0,0,0
sess_1134,ent_apex_gamma,usr_634,agt_11,internal_tool,support,2026-04-27 08:37:08,2026-04-27 08:58:03,1255,12,order_management,0,0,0,0,0,0,0
sess_1135,ent_apex_gamma,usr_635,agt_4,internal_tool,admin,2026-05-26 07:13:51,2026-05-26 07:33:46,1195,10,payroll_processing,0,0,0,0,0,0,0
sess_1136,ent_apex_gamma,usr_636,agt_11,internal_tool,executive,2026-05-22 12:54:19,2026-05-22 13:18:22,1443,14,sales_performance,0,0,0,0,0,0,0
sess_1137,ent_nexus_beta,usr_637,agt_10,internal_tool,support,2026-05-07 23:41:01,2026-05-08 00:17:48,2207,12,order_management,0,0,0,0,0,0,0
sess_1138,ent_nexus_beta,usr_638,agt_0,user_facing_llm,executive,2026-05-03 02:07:51,2026-05-03 02:19:21,690,9,report_generation,0,0,0,0,0,0,0
sess_1139,ent_corp_alpha,usr_639,agt_6,user_facing_llm,data_engineer,2026-05-27 07:22:51,2026-05-27 07:57:03,2052,12,schema_audit,0,0,0,0,0,0,0
sess_1140,ent_corp_alpha,usr_640,agt_2,automated_cron,tier_1_support,2026-05-24 16:23:28,2026-05-24 16:37:03,815,11,order_management,0,0,0,0,0,0,0
sess_1141,ent_apex_gamma,usr_641,agt_10,automated_cron,data_engineer,2026-05-22 09:29:17,2026-05-22 09:50:22,1265,12,schema_audit,0,0,0,0,0,0,0
sess_1142,ent_apex_gamma,usr_642,agt_12,internal_tool,tier_1_support,2026-05-19 12:14:37,2026-05-19 12:34:15,1178,16,customer_lookup,1,0,0,1,0,0,0
sess_1143,ent_apex_gamma,usr_643,agt_12,internal_tool,executive,2026-05-26 08:44:24,2026-05-26 09:05:30,1266,15,billing_summary,0,0,0,0,0,0,0
sess_1144,ent_apex_gamma,usr_644,agt_7,user_facing_llm,data_engineer,2026-05-16 12:41:14,2026-05-16 13:24:53,2619,19,system_health_check,0,0,0,0,0,0,0
sess_1145,ent_corp_alpha,usr_645,agt_5,automated_cron,admin,2026-05-21 12:35:27,2026-05-21 12:53:09,1062,11,schema_audit,0,0,0,0,0,0,0
sess_1146,ent_corp_alpha,usr_646,agt_11,user_facing_llm,executive,2026-04-30 14:00:12,2026-04-30 14:23:10,1378,15,sales_performance,0,0,0,0,0,0,0
sess_1147,ent_nexus_beta,usr_647,agt_12,user_facing_llm,executive,2026-05-22 14:29:00,2026-05-22 14:45:30,990,12,billing_summary,1,0,0,1,0,0,0
sess_1148,ent_apex_gamma,usr_648,agt_12,user_facing_llm,support,2026-05-07 15:14:40,2026-05-07 15:58:13,2613,15,customer_lookup,0,0,0,0,0,0,0
sess_1149,ent_nexus_beta,usr_649,agt_0,automated_cron,executive,2026-05-03 14:27:20,2026-05-03 15:02:21,2101,16,billing_summary,0,0,0,0,0,0,0
sess_1150,ent_corp_alpha,usr_650,agt_10,automated_cron,admin,2026-05-09 19:23:13,2026-05-09 19:41:47,1114,12,payroll_processing,0,0,0,0,0,0,0
sess_1151,ent_corp_alpha,usr_651,agt_0,automated_cron,admin,2026-05-22 12:17:27,2026-05-22 12:55:34,2287,16,report_generation,0,0,0,0,0,0,0
sess_1152,ent_nexus_beta,usr_652,agt_10,user_facing_llm,analyst,2026-05-01 17:18:41,2026-05-01 17:37:17,1116,14,sales_performance,1,0,0,0,1,1,0
sess_1153,ent_nexus_beta,usr_653,agt_0,user_facing_llm,analyst,2026-05-02 12:50:08,2026-05-02 13:29:24,2356,15,sales_performance,0,0,0,0,0,0,0
sess_1154,ent_nexus_beta,usr_654,agt_0,user_facing_llm,analyst,2026-05-27 13:19:34,2026-05-27 13:33:14,820,10,inventory_check,1,0,0,1,0,0,0
sess_1155,ent_apex_gamma,usr_655,agt_1,automated_cron,admin,2026-05-12 23:14:30,2026-05-12 23:49:16,2086,14,schema_audit,0,0,0,0,0,0,0
sess_1156,ent_nexus_beta,usr_656,agt_2,automated_cron,executive,2026-04-27 11:33:29,2026-04-27 13:41:22,7673,36,report_generation,1,1,0,0,0,0,0
